0 ( 0.786821 , 0.25048 )
728 ( 0.278645 , 0.292848 )
729 ( 0.717962 , 0.112569 )
730 ( 0.0104646 , 0.217494 )
731 ( 0.144518 , 0.470164 )
732 ( 0.395132 , 0.977041 )
733 ( 0.166028 , 0.866522 )
734 ( 0.455076 , 0.783322 )
735 ( 0.697909 , 0.43811 )
736 ( 0.255203 , 0.770007 )
737 ( 0.442738 , 0.541942 )
738 ( 0.145881 , 0.329357 )
739 ( 0.654476 , 0.149755 )
740 ( 0.386323 , 0.44786 )
741 ( 0.010241 , 0.588899 )
742 ( 0.874089 , 0.959454 )
743 ( 0.701704 , 0.70807 )
744 ( 0.347939 , 0.8718 )
745 ( 0.272486 , 0.345812 )
746 ( 0.719163 , 0.648023 )
747 ( 0.699095 , 0.787303 )
748 ( 0.903098 , 0.819389 )
749 ( 0.369725 , 0.700419 )
750 ( 0.580074 , 0.480213 )
751 ( 0.439543 , 0.0247363 )
752 ( 0.312459 , 0.576727 )
753 ( 0.359582 , 0.56213 )
754 ( 0.873817 , 0.0404787 )
755 ( 0.305375 , 0.436506 )
756 ( 0.393126 , 0.289592 )
757 ( 0.638262 , 0.108237 )
758 ( 0.261488 , 0.754766 )
759 ( 0.0112226 , 0.503583 )
760 ( 0.895796 , 0.0557847 )
761 ( 0.662753 , 0.166302 )
762 ( 0.213756 , 0.425196 )
763 ( 0.238282 , 0.0261654 )
764 ( 0.0476506 , 0.071889 )
765 ( 0.773658 , 0.630584 )
766 ( 0.415548 , 0.457104 )
767 ( 0.324202 , 0.186213 )
768 ( 0.745911 , 0.699575 )
769 ( 0.843219 , 0.798649 )
770 ( 0.653715 , 0.00831437 )
771 ( 0.50319 , 0.49831 )
772 ( 0.321615 , 0.0925487 )
773 ( 0.507636 , 0.668456 )
774 ( 0.612983 , 0.806586 )
775 ( 0.723682 , 0.884703 )
776 ( 0.216633 , 0.93154 )
777 ( 0.561939 , 0.867387 )
778 ( 0.308203 , 0.825947 )
779 ( 0.635688 , 0.238762 )
780 ( 0.242857 , 0.784611 )
781 ( 0.858872 , 0.20172 )
782 ( 0.292762 , 0.757023 )
783 ( 0.792476 , 0.654751 )
784 ( 0.877159 , 0.396739 )
785 ( 0.139656 , 0.689769 )
786 ( 0.0742632 , 0.178224 )
787 ( 0.838769 , 0.0840191 )
788 ( 0.812085 , 0.246282 )
789 ( 0.755147 , 0.382036 )
790 ( 0.252738 , 0.827502 )
791 ( 0.299242 , 0.100554 )
792 ( 0.0888427 , 0.0933549 )
793 ( 0.510032 , 0.238162 )
794 ( 0.226865 , 0.9563 )
795 ( 0.485006 , 0.260894 )
796 ( 0.73659 , 0.211781 )
797 ( 0.714184 , 0.610996 )
798 ( 0.70329 , 0.219666 )
799 ( 0.329549 , 0.387649 )
800 ( 0.349784 , 0.360149 )
801 ( 0.499767 , 0.433622 )
802 ( 0.61757 , 0.64082 )
803 ( 0.318433 , 0.875603 )
804 ( 0.326255 , 0.011932 )
805 ( 0.377335 , 0.243269 )
806 ( 0.0498275 , 0.830244 )
807 ( 0.00566343 , 0.882027 )
808 ( 0.241415 , 0.96793 )
809 ( 0.266378 , 0.885153 )
810 ( 0.652 , 0.451825 )
811 ( 0.509796 , 0.301797 )
812 ( 0.578138 , 0.224437 )
813 ( 0.255216 , 0.33476 )
814 ( 0.0913687 , 0.0156569 )
815 ( 0.999788 , 0.0787694 )
816 ( 0.874064 , 0.656273 )
817 ( 0.393495 , 0.433218 )
818 ( 0.982525 , 0.697439 )
819 ( 0.845978 , 0.669915 )
820 ( 0.767691 , 0.672251 )
821 ( 0.430141 , 0.147847 )
822 ( 0.554814 , 0.600404 )
823 ( 0.142351 , 0.572507 )
824 ( 0.296645 , 0.503609 )
825 ( 0.00658498 , 0.971917 )
826 ( 0.939847 , 0.394734 )
827 ( 0.0523348 , 0.401664 )
828 ( 0.702571 , 0.453924 )
829 ( 0.0665228 , 0.828379 )
830 ( 0.517335 , 0.694333 )
831 ( 0.558707 , 0.25475 )
832 ( 0.905355 , 0.476393 )
833 ( 0.170604 , 0.820296 )
834 ( 0.755385 , 0.41307 )
835 ( 0.979115 , 0.323508 )
836 ( 0.730481 , 0.98591 )
837 ( 0.54219 , 0.956453 )
838 ( 0.643565 , 0.372074 )
839 ( 0.125102 , 0.673975 )
840 ( 0.689995 , 0.934083 )
841 ( 0.582875 , 0.856419 )
842 ( 0.180837 , 0.794612 )
843 ( 0.752105 , 0.831284 )
844 ( 0.91793 , 0.858426 )
845 ( 0.732236 , 0.962817 )
846 ( 0.452535 , 0.185124 )
847 ( 0.543079 , 0.826055 )
848 ( 0.231139 , 0.213565 )
849 ( 0.200624 , 0.750664 )
850 ( 0.97977 , 0.939753 )
851 ( 0.808906 , 0.0996107 )
852 ( 0.440876 , 0.735672 )
853 ( 0.825388 , 0.502709 )
854 ( 0.574825 , 0.646913 )
855 ( 0.0391144 , 0.265645 )
856 ( 0.989751 , 0.147859 )
857 ( 0.230849 , 0.0565097 )
858 ( 0.455111 , 0.948106 )
859 ( 0.440439 , 0.385 )
860 ( 0.22363 , 0.767301 )
861 ( 0.598345 , 0.131369 )
862 ( 0.484079 , 0.854189 )
863 ( 0.889449 , 0.195644 )
864 ( 0.884228 , 0.115673 )
865 ( 0.363854 , 0.367327 )
866 ( 0.492956 , 0.474451 )
867 ( 0.36002 , 0.598284 )
868 ( 0.548741 , 0.804912 )
869 ( 0.927456 , 0.0814587 )
870 ( 0.808816 , 0.27555 )
871 ( 0.592062 , 0.492464 )
872 ( 0.488448 , 0.237264 )
873 ( 0.731538 , 0.235319 )
874 ( 0.472734 , 0.935166 )
875 ( 0.0204421 , 0.189775 )
876 ( 0.763623 , 0.657754 )
877 ( 0.67232 , 0.248186 )
878 ( 0.844813 , 0.830827 )
879 ( 0.621888 , 0.0646997 )
880 ( 0.733738 , 0.0408985 )
881 ( 0.911225 , 0.0988937 )
882 ( 0.979851 , 0.0812396 )
883 ( 0.604689 , 0.868345 )
884 ( 0.678666 , 0.405991 )
885 ( 0.852398 , 0.878146 )
886 ( 0.72291 , 0.727308 )
887 ( 0.384096 , 0.555547 )
888 ( 0.0203942 , 0.433065 )
889 ( 0.0567457 , 0.527495 )
890 ( 0.87569 , 0.163551 )
891 ( 0.718786 , 0.895015 )
892 ( 0.956692 , 0.159121 )
893 ( 0.1291 , 0.841977 )
894 ( 0.457428 , 0.202992 )
895 ( 0.556391 , 0.405394 )
896 ( 0.456235 , 0.189483 )
897 ( 0.120164 , 0.794037 )
898 ( 0.257866 , 0.546825 )
899 ( 0.224325 , 0.222027 )
900 ( 0.137822 , 0.430313 )
901 ( 0.886034 , 0.169249 )
902 ( 0.0432418 , 0.370688 )
903 ( 0.871873 , 0.165798 )
904 ( 0.83964 , 0.600597 )
905 ( 0.470781 , 0.410692 )
906 ( 0.95492 , 0.152812 )
907 ( 0.729322 , 0.0262891 )
908 ( 0.448094 , 0.655521 )
909 ( 0.0895155 , 0.526259 )
910 ( 0.0809385 , 0.138419 )
911 ( 0.244992 , 0.523208 )
912 ( 0.961698 , 0.117099 )
913 ( 0.683573 , 0.367632 )
914 ( 0.828901 , 0.157172 )
915 ( 0.228434 , 0.327871 )
916 ( 0.961816 , 0.0220523 )
917 ( 0.0684382 , 0.425989 )
918 ( 0.675796 , 0.346962 )
919 ( 0.428019 , 0.807177 )
920 ( 0.386523 , 0.513779 )
921 ( 0.227965 , 0.384156 )
922 ( 0.791677 , 0.547684 )
923 ( 0.57013 , 0.297156 )
924 ( 0.394391 , 0.121879 )
925 ( 0.524124 , 0.103115 )
926 ( 0.355975 , 0.110677 )
927 ( 0.306025 , 0.653099 )
928 ( 0.161772 , 0.541941 )
929 ( 0.582561 , 0.00898776 )
930 ( 0.618512 , 0.795516 )
931 ( 0.518232 , 0.622697 )
932 ( 0.876162 , 0.579467 )
933 ( 0.234678 , 0.726471 )
934 ( 0.845743 , 0.329756 )
935 ( 0.778009 , 0.834493 )
936 ( 0.0410517 , 0.813002 )
937 ( 0.299881 , 0.98926 )
938 ( 0.996093 , 0.391875 )
939 ( 0.557569 , 0.158534 )
940 ( 0.406972 , 0.721178 )
941 ( 0.948883 , 0.70734 )
942 ( 0.242495 , 0.334505 )
943 ( 0.994628 , 0.00595283 )
944 ( 0.629727 , 0.323226 )
945 ( 0.78311 , 0.287101 )
946 ( 0.422332 , 0.737693 )
947 ( 0.77537 , 0.60046 )
948 ( 0.455244 , 0.278619 )
949 ( 0.0245252 , 0.168894 )
950 ( 0.452619 , 0.298172 )
951 ( 0.919494 , 0.870928 )
952 ( 0.425077 , 0.392302 )
953 ( 0.323659 , 0.910324 )
954 ( 0.934408 , 0.76688 )
955 ( 0.669013 , 0.644538 )
956 ( 0.74924 , 0.0301917 )
957 ( 0.111754 , 0.748558 )
958 ( 0.959256 , 0.386614 )
959 ( 0.0345767 , 0.64721 )
960 ( 0.145637 , 0.657063 )
961 ( 0.934828 , 0.372087 )
962 ( 0.322382 , 0.224339 )
963 ( 0.605501 , 0.309647 )
964 ( 0.200819 , 0.410466 )
965 ( 0.849837 , 0.5326 )
966 ( 0.531512 , 0.309786 )
967 ( 0.34694 , 0.0870292 )
968 ( 0.426532 , 0.452097 )
969 ( 0.282603 , 0.507539 )
970 ( 0.467993 , 0.306151 )
971 ( 0.996888 , 0.275573 )
972 ( 0.842208 , 0.483282 )
973 ( 0.694823 , 0.536733 )
974 ( 0.782432 , 0.610136 )
975 ( 0.335013 , 0.691817 )
976 ( 0.776019 , 0.351217 )
977 ( 0.124661 , 0.0904135 )
978 ( 0.550837 , 0.176884 )
979 ( 0.130656 , 0.749381 )
980 ( 0.170091 , 0.0106292 )
981 ( 0.229628 , 0.87281 )
982 ( 0.608768 , 0.77297 )
983 ( 0.719977 , 0.384681 )
984 ( 0.0719626 , 0.209007 )
985 ( 0.886804 , 0.203952 )
986 ( 0.427181 , 0.59508 )
987 ( 0.833347 , 0.376186 )
988 ( 0.277702 , 0.639672 )
989 ( 0.966812 , 0.0739901 )
990 ( 0.257356 , 0.99173 )
991 ( 0.35377 , 0.144343 )
992 ( 0.668453 , 0.733706 )
993 ( 0.0495159 , 0.988078 )
994 ( 0.274428 , 0.24653 )
995 ( 0.719752 , 0.646092 )
996 ( 0.901199 , 0.493778 )
997 ( 0.197825 , 0.0217535 )
998 ( 0.337296 , 0.588039 )
999 ( 0.994315 , 0.319647 )
1000 ( 0.786821 , 0.25048 )
1001 ( 0.710671 , 0.946668 )
1002 ( 0.0192711 , 0.404902 )
1003 ( 0.251318 , 0.0227124 )
1004 ( 0.520643 , 0.34467 )
1005 ( 0.274196 , 0.561032 )
1006 ( 0.140039 , 0.543856 )
1007 ( 0.521916 , 0.857077 )
1008 ( 0.499774 , 0.41937 )
1009 ( 0.744281 , 0.249168 )
1010 ( 0.239277 , 0.320065 )
1011 ( 0.910501 , 0.164833 )
1012 ( 0.245533 , 0.19832 )
1013 ( 0.715893 , 0.967825 )
1014 ( 0.769432 , 0.0807073 )
1015 ( 0.459925 , 0.257262 )
1016 ( 0.777046 , 0.583883 )
1017 ( 0.9503 , 0.4381 )
1018 ( 0.322289 , 0.532405 )
1019 ( 0.256359 , 0.0455399 )
1020 ( 0.504976 , 0.696239 )
1021 ( 0.0912189 , 0.90712 )
1022 ( 0.0309147 , 0.152036 )
1023 ( 0.98152 , 0.620412 )
1024 ( 0.298767 , 0.361325 )
1025 ( 0.480969 , 0.297847 )
1026 ( 0.285187 , 0.924194 )
1027 ( 0.628902 , 0.755031 )
1028 ( 0.713892 , 0.722758 )
1029 ( 0.069837 , 0.486835 )
1030 ( 0.0888609 , 0.759622 )
1031 ( 0.423817 , 0.596983 )
1032 ( 0.0864162 , 0.272961 )
1033 ( 0.623808 , 0.222135 )
1034 ( 0.225448 , 0.43414 )
1035 ( 0.987307 , 0.21099 )
1036 ( 0.853215 , 0.284114 )
1037 ( 0.836365 , 0.366719 )
1038 ( 0.935147 , 0.859905 )
1039 ( 0.490911 , 0.0220786 )
1040 ( 0.362117 , 0.736445 )
1041 ( 0.519371 , 0.422952 )
1042 ( 0.0290329 , 0.909242 )
1043 ( 0.11218 , 0.980166 )
1044 ( 0.687829 , 0.487331 )
1045 ( 0.735908 , 0.588669 )
1046 ( 0.528452 , 0.455645 )
1047 ( 0.828303 , 0.870392 )
1048 ( 0.49149 , 0.96953 )
1049 ( 0.888796 , 0.138265 )
1050 ( 0.436551 , 0.343911 )
1051 ( 0.118927 , 0.548245 )
1052 ( 0.759026 , 0.0324015 )
1053 ( 0.101607 , 0.586928 )
1054 ( 0.695038 , 0.791824 )
1055 ( 0.849987 , 0.875281 )
1056 ( 0.605491 , 0.953564 )
1057 ( 0.990865 , 0.867071 )
1058 ( 0.644111 , 0.604654 )
1059 ( 0.912689 , 0.466998 )
1060 ( 0.0791418 , 0.904333 )
1061 ( 0.827346 , 0.147311 )
1062 ( 0.80717 , 0.66887 )
1063 ( 0.138648 , 0.672333 )
1064 ( 0.832426 , 0.956864 )
1065 ( 0.629748 , 0.355726 )
1066 ( 0.323224 , 0.0633181 )
1067 ( 0.28054 , 0.256984 )
1068 ( 0.0875155 , 0.0736188 )
1069 ( 0.100668 , 0.13069 )
1070 ( 0.627886 , 0.311976 )
1071 ( 0.951291 , 0.972835 )
1072 ( 0.201725 , 0.72612 )
1073 ( 0.676285 , 0.567179 )
1074 ( 0.718358 , 0.210137 )
1075 ( 0.746571 , 0.748943 )
1076 ( 0.894202 , 0.116882 )
1077 ( 0.654266 , 0.0265524 )
1078 ( 0.285751 , 0.611837 )
1079 ( 0.365701 , 0.281168 )
1080 ( 0.71123 , 0.868726 )
1081 ( 0.122479 , 0.887004 )
1082 ( 0.595384 , 0.795094 )
1083 ( 0.567172 , 0.988584 )
1084 ( 0.96275 , 0.506296 )
1085 ( 0.79339 , 0.719541 )
1086 ( 0.402188 , 0.116003 )
1087 ( 0.831381 , 0.341087 )
1088 ( 0.811923 , 0.236615 )
1089 ( 0.934162 , 0.458105 )
1090 ( 0.85286 , 0.74979 )
1091 ( 0.369665 , 0.644393 )
1092 ( 0.5898 , 0.843262 )
1093 ( 0.00570613 , 0.186586 )
1094 ( 0.297123 , 0.338689 )
1095 ( 0.725961 , 0.994564 )
1096 ( 0.901857 , 0.767029 )
1097 ( 0.128813 , 0.279316 )
1098 ( 0.128372 , 0.888838 )
1099 ( 0.805795 , 0.400797 )
1100 ( 0.527364 , 0.297175 )
1101 ( 0.917667 , 0.812785 )
1102 ( 0.517831 , 0.600164 )
1103 ( 0.833823 , 0.477926 )
1104 ( 0.329163 , 0.59225 )
1105 ( 0.826142 , 0.467029 )
1106 ( 0.266564 , 0.8075 )
1107 ( 0.127923 , 0.367725 )
1108 ( 0.0195539 , 0.124018 )
1109 ( 0.161771 , 0.434842 )
1110 ( 0.691681 , 0.0859536 )
1111 ( 0.987139 , 0.618904 )
1112 ( 0.371176 , 0.236674 )
1113 ( 0.158937 , 0.0368732 )
1114 ( 0.0994404 , 0.683944 )
1115 ( 0.952125 , 0.787105 )
1116 ( 0.235788 , 0.36401 )
1117 ( 0.362999 , 0.934142 )
1118 ( 0.998865 , 0.200986 )
1119 ( 0.552795 , 0.697382 )
1120 ( 0.692114 , 0.0861154 )
1121 ( 0.358345 , 0.286332 )
1122 ( 0.09432 , 0.943607 )
1123 ( 0.472191 , 0.519763 )
1124 ( 0.152076 , 0.387434 )
1125 ( 0.0989368 , 0.165289 )
1126 ( 0.583937 , 0.473452 )
1127 ( 0.649411 , 0.544445 )
1128 ( 0.31606 , 0.931878 )
1129 ( 0.989908 , 0.777137 )
1130 ( 0.225179 , 0.790953 )
1131 ( 0.0439639 , 0.384338 )
1132 ( 0.66992 , 0.30109 )
1133 ( 0.321522 , 0.113724 )
1134 ( 0.690941 , 0.33019 )
1135 ( 0.798766 , 0.782775 )
1136 ( 0.00717771 , 0.751891 )
1137 ( 0.399689 , 0.420477 )
1138 ( 0.205705 , 0.700266 )
1139 ( 0.776293 , 0.141306 )
1140 ( 0.170088 , 0.748577 )
1141 ( 0.771515 , 0.91358 )
1142 ( 0.559647 , 0.125406 )
1143 ( 0.756531 , 0.311554 )
1144 ( 0.725176 , 0.370268 )
1145 ( 0.00443744 , 0.0951238 )
1146 ( 0.745415 , 0.602823 )
1147 ( 0.815662 , 0.200414 )
1148 ( 0.832282 , 0.0555534 )
1149 ( 0.129493 , 0.372524 )
1150 ( 0.960691 , 0.573825 )
1151 ( 0.590795 , 0.523856 )
1152 ( 0.0941685 , 0.277405 )
1153 ( 0.915303 , 0.569106 )
1154 ( 0.104138 , 0.414354 )
1155 ( 0.613573 , 0.0742729 )
1156 ( 0.367357 , 0.187052 )
1157 ( 0.50963 , 0.428071 )
1158 ( 0.775391 , 0.0152459 )
1159 ( 0.521955 , 0.0561426 )
1160 ( 0.0509637 , 0.697087 )
1161 ( 0.114006 , 0.0634439 )
1162 ( 0.356116 , 0.531008 )
1163 ( 0.198587 , 0.636769 )
1164 ( 0.293188 , 0.527771 )
1165 ( 0.234415 , 0.489904 )
1166 ( 0.580879 , 0.188345 )
1167 ( 0.314094 , 0.720755 )
1168 ( 0.395352 , 0.590133 )
1169 ( 0.579444 , 0.937673 )
1170 ( 0.740409 , 0.242226 )
1171 ( 0.519523 , 0.113886 )
1172 ( 0.207918 , 0.633606 )
1173 ( 0.140093 , 0.118415 )
1174 ( 0.962899 , 0.590951 )
1175 ( 0.972132 , 0.802339 )
1176 ( 0.880038 , 0.0923789 )
1177 ( 0.156734 , 0.979988 )
1178 ( 0.128101 , 0.320076 )
1179 ( 0.908874 , 0.474761 )
1180 ( 0.200951 , 0.810924 )
1181 ( 0.521725 , 0.558256 )
1182 ( 0.307231 , 0.370185 )
1183 ( 0.568274 , 0.728632 )
1184 ( 0.654764 , 0.311207 )
1185 ( 0.7543 , 0.911216 )
1186 ( 0.998629 , 0.893327 )
1187 ( 0.779626 , 0.693481 )
1188 ( 0.358894 , 0.651893 )
1189 ( 0.000327772 , 0.909052 )
1190 ( 0.559026 , 0.0390328 )
1191 ( 0.349181 , 0.535271 )
1192 ( 0.862113 , 0.409707 )
1193 ( 0.95554 , 0.492911 )
1194 ( 0.841278 , 0.0163063 )
1195 ( 0.746042 , 0.168979 )
1196 ( 0.254931 , 0.781072 )
1197 ( 0.971619 , 0.404979 )
1198 ( 0.198655 , 0.955518 )
1199 ( 0.832431 , 0.257456 )
1200 ( 0.608284 , 0.256963 )
1201 ( 0.900794 , 0.532793 )
1202 ( 0.487119 , 0.790322 )
1203 ( 0.596801 , 0.878028 )
1204 ( 0.581417 , 0.249421 )
1205 ( 0.0781677 , 0.102809 )
1206 ( 0.359711 , 0.401213 )
1207 ( 0.871441 , 0.596828 )
1208 ( 0.740887 , 0.0504178 )
1209 ( 0.428222 , 0.424487 )
1210 ( 0.297382 , 0.924365 )
1211 ( 0.394662 , 0.57688 )
1212 ( 0.685165 , 0.66794 )
1213 ( 0.547968 , 0.880587 )
1214 ( 0.463175 , 0.611199 )
1215 ( 0.587855 , 0.800913 )
1216 ( 0.0303706 , 0.316831 )
1217 ( 0.66517 , 0.464039 )
1218 ( 0.661278 , 0.549357 )
1219 ( 0.503932 , 0.588149 )
1220 ( 0.976944 , 0.550525 )
1221 ( 0.570519 , 0.903292 )
1222 ( 0.052365 , 0.481792 )
1223 ( 0.851882 , 0.0909839 )
1224 ( 0.599137 , 0.788752 )
1225 ( 0.111787 , 0.496585 )
1226 ( 0.0221698 , 0.870505 )
1227 ( 0.193483 , 0.505807 )
1228 ( 0.0637689 , 0.608395 )
1229 ( 0.504267 , 0.578479 )
1230 ( 0.222165 , 0.466376 )
1231 ( 0.276202 , 0.974275 )
1232 ( 0.924414 , 0.0857647 )
1233 ( 0.651191 , 0.87611 )
1234 ( 0.13779 , 0.246939 )
1235 ( 0.457222 , 0.618934 )
1236 ( 0.263458 , 0.214676 )
1237 ( 0.0450919 , 0.831223 )
1238 ( 0.877945 , 0.628726 )
1239 ( 0.304855 , 0.624383 )
1240 ( 0.224083 , 0.318291 )
1241 ( 0.0915762 , 0.685024 )
1242 ( 0.804414 , 0.0282853 )
1243 ( 0.156149 , 0.4538 )
1244 ( 0.806745 , 0.0718277 )
1245 ( 0.818365 , 0.239676 )
1246 ( 0.780919 , 0.201672 )
1247 ( 0.0221841 , 0.520758 )
1248 ( 0.500025 , 0.0103248 )
1249 ( 0.662279 , 0.132566 )
1250 ( 0.251147 , 0.71475 )
1251 ( 0.313727 , 0.558087 )
1252 ( 0.227199 , 0.232667 )
1253 ( 0.887737 , 0.467508 )
1254 ( 0.829917 , 0.509431 )
1255 ( 0.365758 , 0.74988 )
1256 ( 0.380525 , 0.542421 )
1257 ( 0.224702 , 0.235979 )
1258 ( 0.486476 , 0.0237956 )
1259 ( 0.118464 , 0.458976 )
1260 ( 0.656539 , 0.64082 )
1261 ( 0.589712 , 0.637551 )
1262 ( 0.226868 , 0.993688 )
1263 ( 0.0600218 , 0.00430347 )
1264 ( 0.496747 , 0.180076 )
1265 ( 0.200237 , 0.329565 )
1266 ( 0.618056 , 0.198204 )
1267 ( 0.0940731 , 0.219158 )
1268 ( 0.689118 , 0.515012 )
1269 ( 0.829321 , 0.531601 )
1270 ( 0.576843 , 0.946657 )
1271 ( 0.239331 , 0.805169 )
1272 ( 0.82826 , 0.348768 )
1273 ( 0.180081 , 0.617491 )
1274 ( 0.625022 , 0.559929 )
1275 ( 0.890589 , 0.971805 )
1276 ( 0.0382358 , 0.439389 )
1277 ( 0.83667 , 0.201379 )
1278 ( 0.293695 , 0.425389 )
1279 ( 0.435041 , 0.121113 )
1280 ( 0.869584 , 0.544856 )
1281 ( 0.79858 , 0.505264 )
1282 ( 0.812773 , 0.226578 )
1283 ( 0.485052 , 0.797712 )
1284 ( 0.14189 , 0.26119 )
1285 ( 0.195309 , 0.79577 )
1286 ( 0.398691 , 0.0245672 )
1287 ( 0.85549 , 0.650536 )
1288 ( 0.812641 , 0.754257 )
1289 ( 0.772611 , 0.0830819 )
1290 ( 0.557455 , 0.939198 )
1291 ( 0.858129 , 0.413172 )
1292 ( 0.579084 , 0.100147 )
1293 ( 0.166222 , 0.793292 )
1294 ( 0.830731 , 0.792946 )
1295 ( 0.777096 , 0.668374 )
1296 ( 0.782017 , 0.269266 )
1297 ( 0.614568 , 0.503781 )
1298 ( 0.986548 , 0.175454 )
1299 ( 0.198392 , 0.281124 )
1300 ( 0.0987145 , 0.276656 )
1301 ( 0.876922 , 0.85107 )
1302 ( 0.375626 , 0.418755 )
1303 ( 0.82545 , 0.564425 )
1304 ( 0.148727 , 0.42923 )
1305 ( 0.498453 , 0.442933 )
1306 ( 0.153426 , 0.398656 )
1307 ( 0.955961 , 0.461605 )
1308 ( 0.315445 , 0.462783 )
1309 ( 0.158304 , 0.228017 )
1310 ( 0.83865 , 0.456873 )
1311 ( 0.313689 , 0.842813 )
1312 ( 0.668395 , 0.301274 )
1313 ( 0.963796 , 0.949445 )
1314 ( 0.964296 , 0.929713 )
1315 ( 0.00523035 , 0.292288 )
1316 ( 0.721641 , 0.0115287 )
1317 ( 0.922741 , 0.614552 )
1318 ( 0.49556 , 0.849068 )
1319 ( 0.426122 , 0.753475 )
1320 ( 0.725405 , 0.807112 )
1321 ( 0.482061 , 0.81877 )
1322 ( 0.296046 , 0.0998681 )
1323 ( 0.238789 , 0.757397 )
1324 ( 0.939234 , 0.818204 )
1325 ( 0.110429 , 0.881345 )
1326 ( 0.574123 , 0.515558 )
1327 ( 0.778193 , 0.96102 )
1328 ( 0.31726 , 0.829222 )
1329 ( 0.823076 , 0.903807 )
1330 ( 0.757264 , 0.503499 )
1331 ( 0.444595 , 0.373858 )
1332 ( 0.96694 , 0.987285 )
1333 ( 0.736685 , 0.59787 )
1334 ( 0.367233 , 0.659913 )
1335 ( 0.696496 , 0.462343 )
1336 ( 0.0769521 , 0.799977 )
1337 ( 0.31973 , 0.427997 )
1338 ( 0.676035 , 0.086843 )
1339 ( 0.818349 , 0.498686 )
1340 ( 0.16328 , 0.661052 )
1341 ( 0.19819 , 0.126635 )
1342 ( 0.805169 , 0.0531367 )
1343 ( 0.857263 , 0.0429127 )
1344 ( 0.398371 , 0.827364 )
1345 ( 0.829606 , 0.456753 )
1346 ( 0.856602 , 0.762972 )
1347 ( 0.610263 , 0.72657 )
1348 ( 0.359206 , 0.795906 )
1349 ( 0.241334 , 0.310326 )
1350 ( 0.811645 , 0.622407 )
1351 ( 0.935215 , 0.0996625 )
1352 ( 0.065452 , 0.491876 )
1353 ( 0.750185 , 0.272157 )
1354 ( 0.0699211 , 0.871387 )
1355 ( 0.154424 , 0.323832 )
1356 ( 0.166497 , 0.698676 )
1357 ( 0.278478 , 0.371656 )
1358 ( 0.732351 , 0.168493 )
1359 ( 0.626001 , 0.446057 )
1360 ( 0.0301436 , 0.0700159 )
1361 ( 0.663758 , 0.0151172 )
1362 ( 0.857562 , 0.925277 )
1363 ( 0.980462 , 0.017112 )
1364 ( 0.16023 , 0.747241 )
1365 ( 0.069936 , 0.899506 )
1366 ( 0.913913 , 0.0486698 )
1367 ( 0.734044 , 0.0587445 )
1368 ( 0.075168 , 0.830635 )
1369 ( 0.932468 , 0.0204567 )
1370 ( 0.0489925 , 0.320763 )
1371 ( 0.782106 , 0.396422 )
1372 ( 0.878506 , 0.129988 )
1373 ( 0.4213 , 0.250935 )
1374 ( 0.586234 , 0.096566 )
1375 ( 0.436277 , 0.776577 )
1376 ( 0.0166563 , 0.980579 )
1377 ( 0.338049 , 0.248066 )
1378 ( 0.645227 , 0.621577 )
1379 ( 0.0715725 , 0.387573 )
1380 ( 0.931525 , 0.568896 )
1381 ( 0.832211 , 0.367929 )
1382 ( 0.252768 , 0.496346 )
1383 ( 0.874716 , 0.992265 )
1384 ( 0.510477 , 0.789609 )
1385 ( 0.0849481 , 0.344483 )
1386 ( 0.967671 , 0.577878 )
1387 ( 0.949746 , 0.633073 )
1388 ( 0.0953233 , 0.866855 )
1389 ( 0.607965 , 0.651146 )
1390 ( 0.56634 , 0.124984 )
1391 ( 0.869768 , 0.662669 )
1392 ( 0.893492 , 0.59432 )
1393 ( 0.940496 , 0.689586 )
1394 ( 0.882346 , 0.528521 )
1395 ( 0.264466 , 0.194975 )
1396 ( 0.0677825 , 0.369203 )
1397 ( 0.195069 , 0.664288 )
1398 ( 0.677981 , 0.30248 )
1399 ( 0.52997 , 0.13327 )
1400 ( 0.452568 , 0.386046 )
1401 ( 0.66295 , 0.923583 )
1402 ( 0.242903 , 0.11142 )
1403 ( 0.108224 , 0.881989 )
1404 ( 0.113165 , 0.857862 )
1405 ( 0.139198 , 0.0386098 )
1406 ( 0.4843 , 0.736449 )
1407 ( 0.0470179 , 0.411109 )
1408 ( 0.183098 , 0.917315 )
1409 ( 0.875 , 0.661774 )
1410 ( 0.0892393 , 0.0871171 )
1411 ( 0.721181 , 0.682393 )
1412 ( 0.758243 , 0.270645 )
1413 ( 0.393752 , 0.281885 )
1414 ( 0.491221 , 0.780639 )
1415 ( 0.311426 , 0.557962 )
1416 ( 0.0933125 , 0.901797 )
1417 ( 0.631902 , 0.200916 )
1418 ( 0.710648 , 0.855578 )
1419 ( 0.897181 , 0.463618 )
1420 ( 0.514068 , 0.524292 )
1421 ( 0.590519 , 0.868409 )
1422 ( 0.449748 , 0.972465 )
1423 ( 0.339617 , 0.100356 )
1424 ( 0.447349 , 0.0151045 )
1425 ( 0.936987 , 0.103953 )
1426 ( 0.227367 , 0.328141 )
1427 ( 0.966538 , 0.92906 )
1428 ( 0.688564 , 0.859319 )
1429 ( 0.836418 , 0.0592269 )
1430 ( 0.614714 , 0.321358 )
1431 ( 0.856489 , 0.420638 )
1432 ( 0.359514 , 0.0795336 )
